2023-06-06 13:51:28,553 INFO    StreamThr :8993 [internal.py:wandb_internal():86] W&B internal server running at pid: 8993, started at: 2023-06-06 13:51:28.553255
2023-06-06 13:51:28,554 DEBUG   HandlerThread:8993 [handler.py:handle_request():144] handle_request: status
2023-06-06 13:51:28,558 INFO    WriterThread:8993 [datastore.py:open_for_write():85] open: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230606_135128-h5y9ci1b/run-h5y9ci1b.wandb
2023-06-06 13:51:28,558 DEBUG   SenderThread:8993 [sender.py:send():375] send: header
2023-06-06 13:51:28,579 DEBUG   SenderThread:8993 [sender.py:send():375] send: run
2023-06-06 13:51:29,018 DEBUG   HandlerThread:8993 [handler.py:handle_request():144] handle_request: check_version
2023-06-06 13:51:29,018 INFO    SenderThread:8993 [dir_watcher.py:__init__():219] watching files in: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230606_135128-h5y9ci1b/files
2023-06-06 13:51:29,018 INFO    SenderThread:8993 [sender.py:_start_run_threads():1124] run started: h5y9ci1b with start time 1686027088.554075
2023-06-06 13:51:29,019 DEBUG   SenderThread:8993 [sender.py:send_request():402] send_request: summary_record
2023-06-06 13:51:29,019 INFO    SenderThread:8993 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-06 13:51:29,019 DEBUG   SenderThread:8993 [sender.py:send_request():402] send_request: check_version
2023-06-06 13:51:29,089 DEBUG   HandlerThread:8993 [handler.py:handle_request():144] handle_request: run_start
2023-06-06 13:51:29,101 DEBUG   HandlerThread:8993 [system_info.py:__init__():31] System info init
2023-06-06 13:51:29,101 DEBUG   HandlerThread:8993 [system_info.py:__init__():46] System info init done
2023-06-06 13:51:29,101 INFO    HandlerThread:8993 [system_monitor.py:start():181] Starting system monitor
2023-06-06 13:51:29,101 INFO    SystemMonitor:8993 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-06 13:51:29,101 INFO    HandlerThread:8993 [system_monitor.py:probe():201] Collecting system info
2023-06-06 13:51:29,102 INFO    SystemMonitor:8993 [interfaces.py:start():190] Started cpu monitoring
2023-06-06 13:51:29,102 INFO    SystemMonitor:8993 [interfaces.py:start():190] Started disk monitoring
2023-06-06 13:51:29,102 INFO    SystemMonitor:8993 [interfaces.py:start():190] Started gpu monitoring
2023-06-06 13:51:29,104 INFO    SystemMonitor:8993 [interfaces.py:start():190] Started memory monitoring
2023-06-06 13:51:29,105 INFO    SystemMonitor:8993 [interfaces.py:start():190] Started network monitoring
2023-06-06 13:51:29,113 DEBUG   HandlerThread:8993 [system_info.py:probe():195] Probing system
2023-06-06 13:51:29,115 DEBUG   HandlerThread:8993 [system_info.py:_probe_git():180] Probing git
2023-06-06 13:51:29,120 DEBUG   HandlerThread:8993 [system_info.py:_probe_git():188] Probing git done
2023-06-06 13:51:29,120 DEBUG   HandlerThread:8993 [system_info.py:probe():240] Probing system done
2023-06-06 13:51:29,120 DEBUG   HandlerThread:8993 [system_monitor.py:probe():210] {'os': 'Linux-5.19.0-43-generic-x86_64-with-glibc2.35', 'python': '3.9.13', 'heartbeatAt': '2023-06-06T04:51:29.113329', 'startedAt': '2023-06-06T04:51:28.544330', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/qcqced/바탕화면/ML_Test/GoogleAi4Code/train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/qcqced123/GoogleAi4Code.git', 'commit': '401394578a6a0e2dd43b5b16c2ca6899992d8ab2'}, 'email': '97833081+qcqced123@users.noreply.github.com', 'root': '/home/qcqced/바탕화면/ML_Test/GoogleAi4Code', 'host': 'qcqced-B550M-H', 'username': 'qcqced', 'executable': '/home/qcqced/anaconda3/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 3.6484166666666664, 'min': 2200.0, 'max': 3700.0}, 'cpu_freq_per_core': [{'current': 3.722, 'min': 2200.0, 'max': 3700.0}, {'current': 4.64, 'min': 2200.0, 'max': 3700.0}, {'current': 4.161, 'min': 2200.0, 'max': 3700.0}, {'current': 2.2, 'min': 2200.0, 'max': 3700.0}, {'current': 3.934, 'min': 2200.0, 'max': 3700.0}, {'current': 3.965, 'min': 2200.0, 'max': 3700.0}, {'current': 4.235, 'min': 2200.0, 'max': 3700.0}, {'current': 2.2, 'min': 2200.0, 'max': 3700.0}, {'current': 2.2, 'min': 2200.0, 'max': 3700.0}, {'current': 4.641, 'min': 2200.0, 'max': 3700.0}, {'current': 4.113, 'min': 2200.0, 'max': 3700.0}, {'current': 3.77, 'min': 2200.0, 'max': 3700.0}], 'disk': {'total': 680.4048233032227, 'used': 145.66645431518555}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 23.377334594726562}}
2023-06-06 13:51:29,121 INFO    HandlerThread:8993 [system_monitor.py:probe():211] Finished collecting system info
2023-06-06 13:51:29,121 INFO    HandlerThread:8993 [system_monitor.py:probe():214] Publishing system info
2023-06-06 13:51:29,121 DEBUG   HandlerThread:8993 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-06 13:51:29,121 DEBUG   HandlerThread:8993 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-06 13:51:29,121 DEBUG   HandlerThread:8993 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-06-06 13:51:30,019 INFO    Thread-12 :8993 [dir_watcher.py:_on_file_created():278] file/dir created: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230606_135128-h5y9ci1b/files/wandb-summary.json
2023-06-06 13:51:30,020 INFO    Thread-12 :8993 [dir_watcher.py:_on_file_created():278] file/dir created: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230606_135128-h5y9ci1b/files/requirements.txt
2023-06-06 13:51:30,020 INFO    Thread-12 :8993 [dir_watcher.py:_on_file_created():278] file/dir created: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230606_135128-h5y9ci1b/files/conda-environment.yaml
2023-06-06 13:51:33,931 DEBUG   HandlerThread:8993 [system_info.py:_save_conda():86] Saving conda packages done
2023-06-06 13:51:33,931 INFO    HandlerThread:8993 [system_monitor.py:probe():216] Finished publishing system info
2023-06-06 13:51:33,935 DEBUG   SenderThread:8993 [sender.py:send():375] send: files
2023-06-06 13:51:33,935 INFO    SenderThread:8993 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-06-06 13:51:33,935 DEBUG   HandlerThread:8993 [handler.py:handle_request():144] handle_request: status_report
2023-06-06 13:51:33,938 DEBUG   HandlerThread:8993 [handler.py:handle_request():144] handle_request: stop_status
2023-06-06 13:51:33,938 DEBUG   SenderThread:8993 [sender.py:send_request():402] send_request: stop_status
2023-06-06 13:51:34,021 INFO    Thread-12 :8993 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230606_135128-h5y9ci1b/files/conda-environment.yaml
2023-06-06 13:51:34,021 INFO    Thread-12 :8993 [dir_watcher.py:_on_file_created():278] file/dir created: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230606_135128-h5y9ci1b/files/wandb-metadata.json
2023-06-06 13:51:34,194 DEBUG   SenderThread:8993 [sender.py:send():375] send: telemetry
2023-06-06 13:51:39,125 INFO    wandb-upload_0:8993 [upload_job.py:push():137] Uploaded file /tmp/tmp4ghvs31twandb/e9yup04c-wandb-metadata.json
2023-06-06 13:51:39,195 DEBUG   HandlerThread:8993 [handler.py:handle_request():144] handle_request: status_report
2023-06-06 13:51:44,195 DEBUG   HandlerThread:8993 [handler.py:handle_request():144] handle_request: status_report
2023-06-06 13:51:48,023 INFO    Thread-12 :8993 [dir_watcher.py:_on_file_created():278] file/dir created: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230606_135128-h5y9ci1b/files/output.log
2023-06-06 13:51:48,942 DEBUG   HandlerThread:8993 [handler.py:handle_request():144] handle_request: stop_status
2023-06-06 13:51:48,946 DEBUG   SenderThread:8993 [sender.py:send_request():402] send_request: stop_status
2023-06-06 13:51:50,024 INFO    Thread-12 :8993 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230606_135128-h5y9ci1b/files/output.log
2023-06-06 13:51:50,160 DEBUG   HandlerThread:8993 [handler.py:handle_request():144] handle_request: status_report
2023-06-06 13:51:52,025 INFO    Thread-12 :8993 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230606_135128-h5y9ci1b/files/output.log
2023-06-06 13:51:52,967 DEBUG   SenderThread:8993 [sender.py:send():375] send: exit
2023-06-06 13:51:52,967 INFO    SenderThread:8993 [sender.py:send_exit():598] handling exit code: 1
2023-06-06 13:51:52,968 INFO    SenderThread:8993 [sender.py:send_exit():600] handling runtime: 23
2023-06-06 13:51:52,968 INFO    SenderThread:8993 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-06 13:51:52,968 INFO    SenderThread:8993 [sender.py:send_exit():606] send defer
2023-06-06 13:51:52,968 DEBUG   HandlerThread:8993 [handler.py:handle_request():144] handle_request: defer
2023-06-06 13:51:52,968 INFO    HandlerThread:8993 [handler.py:handle_request_defer():170] handle defer: 0
2023-06-06 13:51:52,968 DEBUG   SenderThread:8993 [sender.py:send_request():402] send_request: defer
2023-06-06 13:51:52,968 INFO    SenderThread:8993 [sender.py:send_request_defer():622] handle sender defer: 0
2023-06-06 13:51:52,968 INFO    SenderThread:8993 [sender.py:transition_state():626] send defer: 1
2023-06-06 13:51:52,968 DEBUG   HandlerThread:8993 [handler.py:handle_request():144] handle_request: defer
2023-06-06 13:51:52,968 INFO    HandlerThread:8993 [handler.py:handle_request_defer():170] handle defer: 1
2023-06-06 13:51:52,968 DEBUG   SenderThread:8993 [sender.py:send_request():402] send_request: defer
2023-06-06 13:51:52,968 INFO    SenderThread:8993 [sender.py:send_request_defer():622] handle sender defer: 1
2023-06-06 13:51:52,968 INFO    SenderThread:8993 [sender.py:transition_state():626] send defer: 2
2023-06-06 13:51:52,968 DEBUG   HandlerThread:8993 [handler.py:handle_request():144] handle_request: defer
2023-06-06 13:51:52,968 INFO    HandlerThread:8993 [handler.py:handle_request_defer():170] handle defer: 2
2023-06-06 13:51:52,968 INFO    HandlerThread:8993 [system_monitor.py:finish():190] Stopping system monitor
2023-06-06 13:51:52,969 DEBUG   SystemMonitor:8993 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-06-06 13:51:52,969 INFO    HandlerThread:8993 [interfaces.py:finish():202] Joined cpu monitor
2023-06-06 13:51:52,969 DEBUG   SystemMonitor:8993 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-06-06 13:51:52,969 INFO    HandlerThread:8993 [interfaces.py:finish():202] Joined disk monitor
