2023-06-23 15:29:38,441 INFO    StreamThr :63934 [internal.py:wandb_internal():86] W&B internal server running at pid: 63934, started at: 2023-06-23 15:29:38.440953
2023-06-23 15:29:38,441 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: status
2023-06-23 15:29:38,446 INFO    WriterThread:63934 [datastore.py:open_for_write():85] open: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/run-ndnx9tdl.wandb
2023-06-23 15:29:38,446 DEBUG   SenderThread:63934 [sender.py:send():375] send: header
2023-06-23 15:29:38,467 DEBUG   SenderThread:63934 [sender.py:send():375] send: run
2023-06-23 15:29:38,929 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: check_version
2023-06-23 15:29:38,930 INFO    SenderThread:63934 [dir_watcher.py:__init__():219] watching files in: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files
2023-06-23 15:29:38,930 INFO    SenderThread:63934 [sender.py:_start_run_threads():1124] run started: ndnx9tdl with start time 1687501778.441742
2023-06-23 15:29:38,930 DEBUG   SenderThread:63934 [sender.py:send_request():402] send_request: summary_record
2023-06-23 15:29:38,931 INFO    SenderThread:63934 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-23 15:29:38,931 DEBUG   SenderThread:63934 [sender.py:send_request():402] send_request: check_version
2023-06-23 15:29:39,006 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: run_start
2023-06-23 15:29:39,013 DEBUG   HandlerThread:63934 [system_info.py:__init__():31] System info init
2023-06-23 15:29:39,013 DEBUG   HandlerThread:63934 [system_info.py:__init__():46] System info init done
2023-06-23 15:29:39,013 INFO    HandlerThread:63934 [system_monitor.py:start():181] Starting system monitor
2023-06-23 15:29:39,013 INFO    SystemMonitor:63934 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-06-23 15:29:39,013 INFO    HandlerThread:63934 [system_monitor.py:probe():201] Collecting system info
2023-06-23 15:29:39,014 INFO    SystemMonitor:63934 [interfaces.py:start():190] Started cpu monitoring
2023-06-23 15:29:39,014 INFO    SystemMonitor:63934 [interfaces.py:start():190] Started disk monitoring
2023-06-23 15:29:39,014 INFO    SystemMonitor:63934 [interfaces.py:start():190] Started gpu monitoring
2023-06-23 15:29:39,015 INFO    SystemMonitor:63934 [interfaces.py:start():190] Started memory monitoring
2023-06-23 15:29:39,015 INFO    SystemMonitor:63934 [interfaces.py:start():190] Started network monitoring
2023-06-23 15:29:39,025 DEBUG   HandlerThread:63934 [system_info.py:probe():195] Probing system
2023-06-23 15:29:39,028 DEBUG   HandlerThread:63934 [system_info.py:_probe_git():180] Probing git
2023-06-23 15:29:39,034 DEBUG   HandlerThread:63934 [system_info.py:_probe_git():188] Probing git done
2023-06-23 15:29:39,034 DEBUG   HandlerThread:63934 [system_info.py:probe():240] Probing system done
2023-06-23 15:29:39,034 DEBUG   HandlerThread:63934 [system_monitor.py:probe():210] {'os': 'Linux-5.19.0-45-generic-x86_64-with-glibc2.35', 'python': '3.9.13', 'heartbeatAt': '2023-06-23T06:29:39.025134', 'startedAt': '2023-06-23T06:29:38.432888', 'docker': None, 'cuda': None, 'args': (), 'state': 'running', 'program': '/home/qcqced/바탕화면/ML_Test/GoogleAi4Code/train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/qcqced123/GoogleAi4Code.git', 'commit': 'acd8a95e843abeb749934d1f0dbbb9d133cc2301'}, 'email': '97833081+qcqced123@users.noreply.github.com', 'root': '/home/qcqced/바탕화면/ML_Test/GoogleAi4Code', 'host': 'qcqced-B550M-H', 'username': 'qcqced', 'executable': '/home/qcqced/anaconda3/bin/python', 'cpu_count': 6, 'cpu_count_logical': 12, 'cpu_freq': {'current': 2.9509166666666666, 'min': 2200.0, 'max': 3700.0}, 'cpu_freq_per_core': [{'current': 2.2, 'min': 2200.0, 'max': 3700.0}, {'current': 3.7, 'min': 2200.0, 'max': 3700.0}, {'current': 2.707, 'min': 2200.0, 'max': 3700.0}, {'current': 4.64, 'min': 2200.0, 'max': 3700.0}, {'current': 2.874, 'min': 2200.0, 'max': 3700.0}, {'current': 3.7, 'min': 2200.0, 'max': 3700.0}, {'current': 2.2, 'min': 2200.0, 'max': 3700.0}, {'current': 3.095, 'min': 2200.0, 'max': 3700.0}, {'current': 2.2, 'min': 2200.0, 'max': 3700.0}, {'current': 2.195, 'min': 2200.0, 'max': 3700.0}, {'current': 3.7, 'min': 2200.0, 'max': 3700.0}, {'current': 2.2, 'min': 2200.0, 'max': 3700.0}], 'disk': {'total': 680.4048233032227, 'used': 165.20655059814453}, 'gpu': 'NVIDIA GeForce RTX 3090', 'gpu_count': 1, 'gpu_devices': [{'name': 'NVIDIA GeForce RTX 3090', 'memory_total': 25769803776}], 'memory': {'total': 23.370285034179688}}
2023-06-23 15:29:39,034 INFO    HandlerThread:63934 [system_monitor.py:probe():211] Finished collecting system info
2023-06-23 15:29:39,034 INFO    HandlerThread:63934 [system_monitor.py:probe():214] Publishing system info
2023-06-23 15:29:39,034 DEBUG   HandlerThread:63934 [system_info.py:_save_pip():51] Saving list of pip packages installed into the current environment
2023-06-23 15:29:39,035 DEBUG   HandlerThread:63934 [system_info.py:_save_pip():67] Saving pip packages done
2023-06-23 15:29:39,035 DEBUG   HandlerThread:63934 [system_info.py:_save_conda():74] Saving list of conda packages installed into the current environment
2023-06-23 15:29:39,931 INFO    Thread-12 :63934 [dir_watcher.py:_on_file_created():278] file/dir created: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/requirements.txt
2023-06-23 15:29:39,932 INFO    Thread-12 :63934 [dir_watcher.py:_on_file_created():278] file/dir created: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/conda-environment.yaml
2023-06-23 15:29:39,932 INFO    Thread-12 :63934 [dir_watcher.py:_on_file_created():278] file/dir created: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/wandb-summary.json
2023-06-23 15:29:43,834 DEBUG   HandlerThread:63934 [system_info.py:_save_conda():86] Saving conda packages done
2023-06-23 15:29:43,834 INFO    HandlerThread:63934 [system_monitor.py:probe():216] Finished publishing system info
2023-06-23 15:29:43,838 DEBUG   SenderThread:63934 [sender.py:send():375] send: files
2023-06-23 15:29:43,838 INFO    SenderThread:63934 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-06-23 15:29:43,839 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: status_report
2023-06-23 15:29:43,841 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: stop_status
2023-06-23 15:29:43,841 DEBUG   SenderThread:63934 [sender.py:send_request():402] send_request: stop_status
2023-06-23 15:29:43,933 INFO    Thread-12 :63934 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/conda-environment.yaml
2023-06-23 15:29:43,933 INFO    Thread-12 :63934 [dir_watcher.py:_on_file_created():278] file/dir created: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/wandb-metadata.json
2023-06-23 15:29:44,060 DEBUG   SenderThread:63934 [sender.py:send():375] send: telemetry
2023-06-23 15:29:44,461 INFO    wandb-upload_0:63934 [upload_job.py:push():137] Uploaded file /tmp/tmp_2k6e258wandb/uhfwqf00-wandb-metadata.json
2023-06-23 15:29:49,061 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: status_report
2023-06-23 15:29:54,061 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: status_report
2023-06-23 15:29:58,841 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: stop_status
2023-06-23 15:29:58,841 DEBUG   SenderThread:63934 [sender.py:send_request():402] send_request: stop_status
2023-06-23 15:29:58,936 INFO    Thread-12 :63934 [dir_watcher.py:_on_file_created():278] file/dir created: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/output.log
2023-06-23 15:30:00,008 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: status_report
2023-06-23 15:30:00,936 INFO    Thread-12 :63934 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/output.log
2023-06-23 15:30:02,906 DEBUG   SenderThread:63934 [sender.py:send():375] send: exit
2023-06-23 15:30:02,906 INFO    SenderThread:63934 [sender.py:send_exit():598] handling exit code: 1
2023-06-23 15:30:02,906 INFO    SenderThread:63934 [sender.py:send_exit():600] handling runtime: 23
2023-06-23 15:30:02,906 INFO    SenderThread:63934 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-23 15:30:02,906 INFO    SenderThread:63934 [sender.py:send_exit():606] send defer
2023-06-23 15:30:02,906 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: defer
2023-06-23 15:30:02,906 INFO    HandlerThread:63934 [handler.py:handle_request_defer():170] handle defer: 0
2023-06-23 15:30:02,906 DEBUG   SenderThread:63934 [sender.py:send_request():402] send_request: defer
2023-06-23 15:30:02,906 INFO    SenderThread:63934 [sender.py:send_request_defer():622] handle sender defer: 0
2023-06-23 15:30:02,906 INFO    SenderThread:63934 [sender.py:transition_state():626] send defer: 1
2023-06-23 15:30:02,907 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: defer
2023-06-23 15:30:02,907 INFO    HandlerThread:63934 [handler.py:handle_request_defer():170] handle defer: 1
2023-06-23 15:30:02,907 DEBUG   SenderThread:63934 [sender.py:send_request():402] send_request: defer
2023-06-23 15:30:02,907 INFO    SenderThread:63934 [sender.py:send_request_defer():622] handle sender defer: 1
2023-06-23 15:30:02,907 INFO    SenderThread:63934 [sender.py:transition_state():626] send defer: 2
2023-06-23 15:30:02,907 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: defer
2023-06-23 15:30:02,907 INFO    HandlerThread:63934 [handler.py:handle_request_defer():170] handle defer: 2
2023-06-23 15:30:02,907 INFO    HandlerThread:63934 [system_monitor.py:finish():190] Stopping system monitor
2023-06-23 15:30:02,907 DEBUG   SystemMonitor:63934 [system_monitor.py:_start():159] Starting system metrics aggregation loop
2023-06-23 15:30:02,907 INFO    HandlerThread:63934 [interfaces.py:finish():202] Joined cpu monitor
2023-06-23 15:30:02,907 DEBUG   SystemMonitor:63934 [system_monitor.py:_start():166] Finished system metrics aggregation loop
2023-06-23 15:30:02,907 INFO    HandlerThread:63934 [interfaces.py:finish():202] Joined disk monitor
2023-06-23 15:30:02,907 DEBUG   SystemMonitor:63934 [system_monitor.py:_start():170] Publishing last batch of metrics
2023-06-23 15:30:02,930 INFO    HandlerThread:63934 [interfaces.py:finish():202] Joined gpu monitor
2023-06-23 15:30:02,931 INFO    HandlerThread:63934 [interfaces.py:finish():202] Joined memory monitor
2023-06-23 15:30:02,931 INFO    HandlerThread:63934 [interfaces.py:finish():202] Joined network monitor
2023-06-23 15:30:02,931 DEBUG   SenderThread:63934 [sender.py:send_request():402] send_request: defer
2023-06-23 15:30:02,931 INFO    SenderThread:63934 [sender.py:send_request_defer():622] handle sender defer: 2
2023-06-23 15:30:02,931 INFO    SenderThread:63934 [sender.py:transition_state():626] send defer: 3
2023-06-23 15:30:02,931 DEBUG   SenderThread:63934 [sender.py:send():375] send: stats
2023-06-23 15:30:02,931 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: defer
2023-06-23 15:30:02,931 INFO    HandlerThread:63934 [handler.py:handle_request_defer():170] handle defer: 3
2023-06-23 15:30:02,931 DEBUG   SenderThread:63934 [sender.py:send_request():402] send_request: defer
2023-06-23 15:30:02,931 INFO    SenderThread:63934 [sender.py:send_request_defer():622] handle sender defer: 3
2023-06-23 15:30:02,931 INFO    SenderThread:63934 [sender.py:transition_state():626] send defer: 4
2023-06-23 15:30:02,932 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: defer
2023-06-23 15:30:02,932 INFO    HandlerThread:63934 [handler.py:handle_request_defer():170] handle defer: 4
2023-06-23 15:30:02,932 DEBUG   SenderThread:63934 [sender.py:send_request():402] send_request: defer
2023-06-23 15:30:02,932 INFO    SenderThread:63934 [sender.py:send_request_defer():622] handle sender defer: 4
2023-06-23 15:30:02,932 INFO    SenderThread:63934 [sender.py:transition_state():626] send defer: 5
2023-06-23 15:30:02,932 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: defer
2023-06-23 15:30:02,932 INFO    HandlerThread:63934 [handler.py:handle_request_defer():170] handle defer: 5
2023-06-23 15:30:02,932 DEBUG   SenderThread:63934 [sender.py:send():375] send: summary
2023-06-23 15:30:02,932 INFO    SenderThread:63934 [sender.py:_save_file():1378] saving file wandb-summary.json with policy end
2023-06-23 15:30:02,932 DEBUG   SenderThread:63934 [sender.py:send_request():402] send_request: defer
2023-06-23 15:30:02,932 INFO    SenderThread:63934 [sender.py:send_request_defer():622] handle sender defer: 5
2023-06-23 15:30:02,932 INFO    SenderThread:63934 [sender.py:transition_state():626] send defer: 6
2023-06-23 15:30:02,932 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: defer
2023-06-23 15:30:02,932 INFO    HandlerThread:63934 [handler.py:handle_request_defer():170] handle defer: 6
2023-06-23 15:30:02,932 DEBUG   SenderThread:63934 [sender.py:send_request():402] send_request: defer
2023-06-23 15:30:02,932 INFO    SenderThread:63934 [sender.py:send_request_defer():622] handle sender defer: 6
2023-06-23 15:30:02,935 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: status_report
2023-06-23 15:30:02,937 INFO    Thread-12 :63934 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/output.log
2023-06-23 15:30:02,937 INFO    Thread-12 :63934 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/wandb-summary.json
2023-06-23 15:30:03,162 INFO    SenderThread:63934 [sender.py:transition_state():626] send defer: 7
2023-06-23 15:30:03,162 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: defer
2023-06-23 15:30:03,162 INFO    HandlerThread:63934 [handler.py:handle_request_defer():170] handle defer: 7
2023-06-23 15:30:03,162 DEBUG   SenderThread:63934 [sender.py:send_request():402] send_request: defer
2023-06-23 15:30:03,163 INFO    SenderThread:63934 [sender.py:send_request_defer():622] handle sender defer: 7
2023-06-23 15:30:03,906 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: poll_exit
2023-06-23 15:30:03,937 INFO    Thread-12 :63934 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/config.yaml
2023-06-23 15:30:03,937 INFO    Thread-12 :63934 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/output.log
2023-06-23 15:30:04,938 INFO    Thread-12 :63934 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/output.log
2023-06-23 15:30:05,200 INFO    SenderThread:63934 [sender.py:transition_state():626] send defer: 8
2023-06-23 15:30:05,200 DEBUG   SenderThread:63934 [sender.py:send_request():402] send_request: poll_exit
2023-06-23 15:30:05,200 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: defer
2023-06-23 15:30:05,200 INFO    HandlerThread:63934 [handler.py:handle_request_defer():170] handle defer: 8
2023-06-23 15:30:05,200 DEBUG   SenderThread:63934 [sender.py:send_request():402] send_request: defer
2023-06-23 15:30:05,200 INFO    SenderThread:63934 [sender.py:send_request_defer():622] handle sender defer: 8
2023-06-23 15:30:05,204 INFO    SenderThread:63934 [sender.py:transition_state():626] send defer: 9
2023-06-23 15:30:05,204 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: defer
2023-06-23 15:30:05,204 DEBUG   SenderThread:63934 [sender.py:send():375] send: artifact
2023-06-23 15:30:05,204 INFO    HandlerThread:63934 [handler.py:handle_request_defer():170] handle defer: 9
2023-06-23 15:30:05,938 INFO    Thread-12 :63934 [dir_watcher.py:_on_file_modified():295] file/dir modified: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/output.log
2023-06-23 15:30:06,202 INFO    SenderThread:63934 [sender.py:send_artifact():1474] sent artifact job-https___github.com_qcqced123_GoogleAi4Code.git_train.py - {'id': 'QXJ0aWZhY3Q6NDk2MjU0Njk1', 'digest': 'ba055d3aca27a2f986f2b4eb1928af82', 'state': 'COMMITTED', 'aliases': [{'artifactCollectionName': 'job-https___github.com_qcqced123_GoogleAi4Code.git_train.py', 'alias': 'latest'}, {'artifactCollectionName': 'job-https___github.com_qcqced123_GoogleAi4Code.git_train.py', 'alias': 'v3'}], 'artifactSequence': {'id': 'QXJ0aWZhY3RDb2xsZWN0aW9uOjc3NzE4MTE4', 'latestArtifact': {'id': 'QXJ0aWZhY3Q6NDk2MjU0Njk1', 'versionIndex': 3}}, 'version': 'v3'}
2023-06-23 15:30:06,203 DEBUG   SenderThread:63934 [sender.py:send_request():402] send_request: defer
2023-06-23 15:30:06,203 INFO    SenderThread:63934 [sender.py:send_request_defer():622] handle sender defer: 9
2023-06-23 15:30:06,203 INFO    SenderThread:63934 [dir_watcher.py:finish():365] shutting down directory watcher
2023-06-23 15:30:06,939 INFO    SenderThread:63934 [dir_watcher.py:finish():395] scan: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files
2023-06-23 15:30:06,939 INFO    SenderThread:63934 [dir_watcher.py:finish():409] scan save: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/output.log output.log
2023-06-23 15:30:06,939 INFO    SenderThread:63934 [dir_watcher.py:finish():409] scan save: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/config.yaml config.yaml
2023-06-23 15:30:06,939 INFO    SenderThread:63934 [dir_watcher.py:finish():409] scan save: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/wandb-metadata.json wandb-metadata.json
2023-06-23 15:30:06,940 INFO    SenderThread:63934 [dir_watcher.py:finish():409] scan save: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/requirements.txt requirements.txt
2023-06-23 15:30:06,942 INFO    SenderThread:63934 [dir_watcher.py:finish():409] scan save: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/conda-environment.yaml conda-environment.yaml
2023-06-23 15:30:06,942 INFO    SenderThread:63934 [dir_watcher.py:finish():409] scan save: /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/wandb-summary.json wandb-summary.json
2023-06-23 15:30:06,943 INFO    SenderThread:63934 [sender.py:transition_state():626] send defer: 10
2023-06-23 15:30:06,945 DEBUG   HandlerThread:63934 [handler.py:handle_request():144] handle_request: defer
2023-06-23 15:30:06,945 INFO    HandlerThread:63934 [handler.py:handle_request_defer():170] handle defer: 10
2023-06-23 15:30:06,948 DEBUG   SenderThread:63934 [sender.py:send_request():402] send_request: defer
2023-06-23 15:30:06,948 INFO    SenderThread:63934 [sender.py:send_request_defer():622] handle sender defer: 10
2023-06-23 15:30:06,948 INFO    SenderThread:63934 [file_pusher.py:finish():167] shutting down file pusher
2023-06-23 15:30:07,461 INFO    wandb-upload_0:63934 [upload_job.py:push():137] Uploaded file /home/qcqced/바탕화면/ML_Test/GoogleAi4Code/wandb/run-20230623_152938-ndnx9tdl/files/output.log
